,Twitter Handle,Created At,ID,Tweet Text,State,Branch,Last Name,First Name,Party
2736,RepEdCase,2022-03-31 18:05:30,1509592737196167168,"On my @AppropsDems Subcommittee on the Legislative Branch, I’m one of eight House members directly responsible for… https://t.co/B0VwbvmjaU",Hawaii 1st District,U.S. Representative,Case,Ed,D
2737,RepEdCase,2022-03-30 16:44:18,1509209915046469635,"RT @TransEquality: Representative Ed Case of Hawai'i, the Aloha State, hopes that this #TransDayOfVisibility will help us move towards a wo…",Hawaii 1st District,U.S. Representative,Case,Ed,D
2738,RepEdCase,2022-03-30 14:30:46,1509176311599751169,to ensure our ability to save and plan for a secure and stable retirement. More info here: https://t.co/mhlw3GAhgQ. (2/2),Hawaii 1st District,U.S. Representative,Case,Ed,D
2739,kaikahele,2022-04-11 08:55:46,1513440658882662401,"RT @TheTomGeorge: UPDATE &gt;&gt; @HokuleaCrew announces after several days of weather delays due to wind, voyaging canoes Hōkūleʻa and Hikianali…",Hawaii 2nd District,U.S. Representative,Kahele,Kai,D
2740,kaikahele,2022-04-10 21:51:36,1513273518292570112,Proud to be a part of your Hawai’i @AirNatlGuard 201st Air Operations Group at @JointBasePHH 🇺🇸 https://t.co/XDinQ99eVY,Hawaii 2nd District,U.S. Representative,Kahele,Kai,D
2741,kaikahele,2022-04-09 19:29:28,1512875361985458176,Mahalo @RepEdCase 🤙🏽 https://t.co/ElIbuC3PHF,Hawaii 2nd District,U.S. Representative,Kahele,Kai,D
2742,kaikahele,2022-04-09 03:21:41,1512631809531539457,The hard-fought $3.5B investment we delivered through the Bipartisan Infrastructure Law will fund an infrastructure… https://t.co/AKSMXlyPfZ,Hawaii 2nd District,U.S. Representative,Kahele,Kai,D
2743,kaikahele,2022-04-08 23:10:51,1512568684019027968,"RT @CivilBeat: With the new Kihei high school set to open its doors next year, community members worry things will only get worse if nothin…",Hawaii 2nd District,U.S. Representative,Kahele,Kai,D
2744,kaikahele,2022-04-07 23:57:35,1512218059078967297,"RT @RepEdCase: Congratulations, Justice Jackson! https://t.co/Qnwm6pLb4h",Hawaii 2nd District,U.S. Representative,Kahele,Kai,D
2745,kaikahele,2022-04-07 20:37:02,1512167588821827593,@nikosleverenz Mahalo 🤙🏽🤙🏽,Hawaii 2nd District,U.S. Representative,Kahele,Kai,D
2746,kaikahele,2022-04-07 17:16:52,1512117215486566436,We just passed $55B to replenish the Restaurant Revitalization Fund &amp; support other local businesses hit hard by CO… https://t.co/mmUpOV97JY,Hawaii 2nd District,U.S. Representative,Kahele,Kai,D
2747,kaikahele,2022-04-05 15:38:28,1511367676542693387,On this Gold Star Spouses Day we honor those wives &amp; husbands of active duty men &amp; women who have been killed in ac… https://t.co/oIo6SnPtI7,Hawaii 2nd District,U.S. Representative,Kahele,Kai,D
2748,kaikahele,2022-04-05 00:35:49,1511140518587092996,Mahalo State Rep. Wildberger for your years of service and working to save Nā Wai ʻEhā from private acquisition. Ma… https://t.co/CXKKTYgnoX,Hawaii 2nd District,U.S. Representative,Kahele,Kai,D
2749,kaikahele,2022-04-04 15:09:49,1510998076785262592,RT @PramilaJayapal: It’s time to confirm Judge Ketanji Brown Jackson to the Supreme Court. RT if you agree!,Hawaii 2nd District,U.S. Representative,Kahele,Kai,D
2750,kaikahele,2022-04-04 03:21:32,1510819834979778562,"Legendary Kumu Hula Johnny Lum Ho loved to tell stories of Hawaiʻi, its people &amp; places through his unique style of… https://t.co/WODiBnM8de",Hawaii 2nd District,U.S. Representative,Kahele,Kai,D
2751,kaikahele,2022-04-03 06:19:09,1510502141743435777,RT @HawaiiNewsNow: US Rep. Kai Kahele votes to decriminalize cannabis https://t.co/LL2eIT4UrW #HNN,Hawaii 2nd District,U.S. Representative,Kahele,Kai,D
2752,kaikahele,2022-04-02 22:54:23,1510390214430142465,"Proud to support the MORE Act implementing smarter, fairer cannabis policies for Hawaiʻi. This landmark legislation… https://t.co/nxVzPQ3aCL",Hawaii 2nd District,U.S. Representative,Kahele,Kai,D
2753,kaikahele,2022-04-01 19:56:45,1509983122212880386,RT @RepTimRyan: BREAKING: The House just passed a bill that would legalize marijuana and expunge marijuana-related convictions and arrests.…,Hawaii 2nd District,U.S. Representative,Kahele,Kai,D
2754,kaikahele,2022-03-29 05:30:04,1508677853994315779,Mahalo!! 🤙🏽🤙🏽 https://t.co/uD4taxqHwE,Hawaii 2nd District,U.S. Representative,Kahele,Kai,D
2755,kaikahele,2022-03-29 00:10:37,1508597460540669954,"Mahalo @LeaderHoyer! Truly appreciate your support, friendship &amp; leadership of @HouseDemocrats https://t.co/ETH999EjzK",Hawaii 2nd District,U.S. Representative,Kahele,Kai,D
2756,kaikahele,2022-03-28 03:14:49,1508281428319997961,@thedailydish Hau’oli Lā Hānau! 🎂🤙🏽,Hawaii 2nd District,U.S. Representative,Kahele,Kai,D
2757,SenatorRisch,2022-04-11 18:17:17,1513581971393462282,"That's why I’ve joined @marcorubio in introducing legislation to extend Title 42 until 2025.

https://t.co/BNHru46sRl",Idaho,U.S. Senator,Risch,Jim,R
2758,SenatorRisch,2022-04-11 18:17:17,1513581969275330560,This is what happens when you fail to enforce immigration policies. The administration's decision to end Title 42 d… https://t.co/ANORB1OanI,Idaho,U.S. Senator,Risch,Jim,R
2759,SenatorRisch,2022-04-11 18:02:53,1513578345597964288,"RT @USBPChiefRGV: Happening Now:

Rio Grande City agents are currently in La Grulla, TX with a large group of 100+ migrants.

Last night, R…",Idaho,U.S. Senator,Risch,Jim,R
2760,SenatorRisch,2022-04-08 19:51:00,1512518390807678986,"In addition to serving their wood-fired pizza, Malvagio's owners Svitlana &amp; Matthew have donated proceeds from sale… https://t.co/yKmQo35r8g",Idaho,U.S. Senator,Risch,Jim,R
2761,SenatorRisch,2022-04-08 18:33:28,1512498881539497992,RT @INL: .@INL's #AdvancedTestReactor team successfully restarted the world’s most powerful test reactor following an 11-month core overhau…,Idaho,U.S. Senator,Risch,Jim,R
2762,SenatorRisch,2022-04-08 17:42:12,1512485977302142982,"RT @GovernorLittle: K-12 funding will increase by $300 million, the single largest increase in state history, which amounts to a 12.5-perce…",Idaho,U.S. Senator,Risch,Jim,R
2763,SenatorRisch,2022-04-08 17:13:50,1512478837669605379,"In February, Sheriff Donahue came into my office &amp; detailed the rise in deaths caused by fentanyl coming from our s… https://t.co/aTgoA9Z3XL",Idaho,U.S. Senator,Risch,Jim,R
2764,SenatorRisch,2022-04-08 16:55:24,1512474199721496577,RT @FoxNews: Idaho sheriff says area 'overwhelmed' by fentanyl overdoses: 'This is at everyone's doorstep' https://t.co/jpaLhn27Xx,Idaho,U.S. Senator,Risch,Jim,R
2765,SenatorRisch,2022-04-08 14:31:11,1512437907692429321,https://t.co/IEdkDHTGGV,Idaho,U.S. Senator,Risch,Jim,R
2766,SenatorRisch,2022-04-08 14:31:11,1512437906509635586,"This week, the Senate passed @SenAngusKing &amp; my MAPLand Act to digitize our country’s public land records, making i… https://t.co/h0GWZ76cep",Idaho,U.S. Senator,Risch,Jim,R
2767,SenatorRisch,2022-04-07 17:03:00,1512113725410529289,"After careful deliberation, I cannot provide my consent to Judge Jackson’s nomination to the Supreme Court.
 
Full… https://t.co/L7dNxmti2l",Idaho,U.S. Senator,Risch,Jim,R
2768,SenatorRisch,2022-04-06 21:23:00,1511816767370190849,This legislation will ease supply-chain slowdowns by providing expanded access to shipping containers for Idaho’s a… https://t.co/HrCzJsNywd,Idaho,U.S. Senator,Risch,Jim,R
2769,SenatorRisch,2022-04-06 21:08:47,1511813191453585410,RT @CBS2Boise: Today's the day! CBS2 is partnering with Make-A-Wish Idaho to help grant wishes to kids battling life-threatening medical co…,Idaho,U.S. Senator,Risch,Jim,R
2770,SenatorRisch,2022-04-06 19:14:29,1511784426879000584,"Preserving Title 42 is a bipartisan issue. 

The Biden Administration should walk back its decision to end this cru… https://t.co/7f93r2MfpS",Idaho,U.S. Senator,Risch,Jim,R
2771,SenatorRisch,2022-04-06 18:36:11,1511774786434781186,"RT @SenatorBraun: Joe Biden is dismantling every tool we have to protect our border from being overrun.

Why?

Because it's what the Left w…",Idaho,U.S. Senator,Risch,Jim,R
2772,SenatorRisch,2022-04-06 16:34:11,1511744087623356439,This is precisely why we must secure our southern border – border security is national security. https://t.co/Qcqezz7fgY,Idaho,U.S. Senator,Risch,Jim,R
2773,SenatorRisch,2022-04-06 14:46:38,1511717019128897539,"RT @cameron_easley: New @MorningConsult/@politico survey shows 56% of voters oppose Biden's plan to sunset Title 42 border controls, making…",Idaho,U.S. Senator,Risch,Jim,R
2774,SenatorRisch,2022-04-05 21:37:45,1511458094433382414,"As we pay tribute to the service &amp; sacrifice of our fallen servicemembers, we hold in our hearts the spouses who sh… https://t.co/PqlOlVz4pH",Idaho,U.S. Senator,Risch,Jim,R
2775,MikeCrapo,2022-04-07 21:04:10,1512174415148167172,100-0 https://t.co/Ja5tLb43bJ,Idaho,U.S. Senator,Crapo,Mike,R
2776,MikeCrapo,2022-04-07 19:25:53,1512149682398638091,"This legislation’s passage reflects the best of what Ukraine desperately seeks to preserve, and that which Vladimir… https://t.co/5mWEiJ8NRZ",Idaho,U.S. Senator,Crapo,Mike,R
2777,MikeCrapo,2022-04-07 19:08:28,1512145299116113924,"The Senate unanimously supported my legislation to revoke Russia’s trade status and enact a ban on Russian oil, dem… https://t.co/tKcSrNQ6Kq",Idaho,U.S. Senator,Crapo,Mike,R
2778,MikeCrapo,2022-04-07 13:42:46,1512063335155392525,Read my full statement here: https://t.co/Q0P1Sq7K75,Idaho,U.S. Senator,Crapo,Mike,R
2779,MikeCrapo,2022-04-07 13:42:45,1512063332710113295,"After careful consideration, I have concluded I cannot vote to confirm Judge Ketanji Brown Jackson to a lifetime ap… https://t.co/CpUynVNZUk",Idaho,U.S. Senator,Crapo,Mike,R
2780,MikeCrapo,2022-04-06 18:53:13,1511779074045321220,"#ICYMI, my column this week addresses Idahoans’ concerns with the Bureau of Alcohol, Tobacco, Firearms and Explosiv… https://t.co/fMIRnKd6xK",Idaho,U.S. Senator,Crapo,Mike,R
2781,MikeCrapo,2022-04-05 21:38:47,1511458353662279693,The Administration negotiated a bad international tax deal for American businesses and workers. @RepKevinBrady and… https://t.co/85qhbpveAc,Idaho,U.S. Senator,Crapo,Mike,R
2782,MikeCrapo,2022-04-05 17:48:01,1511400278540566536,The Administration’s FY2023 Health and Human Services budget request provided a chance to chart a more thoughtful r… https://t.co/28gCEM6EuJ,Idaho,U.S. Senator,Crapo,Mike,R
2783,MikeCrapo,2022-04-04 17:38:49,1511035576018944008,"RT @SenateAgingGOP: This is great news!
 
Ranking Member @SenatorTimScott and @MikeCrapo previously sent a letter to @SocialSecurity urging…",Idaho,U.S. Senator,Crapo,Mike,R
2784,MikeCrapo,2022-04-03 02:18:02,1510441462764380167,Larry Gebert has appeared on TV stations in Idaho living rooms for more than 3 decades. He was a tireless advocate… https://t.co/0H8etWzDNR,Idaho,U.S. Senator,Crapo,Mike,R
2785,MikeCrapo,2022-04-01 20:09:05,1509986229634445321,"The southern border saw record-high illegal border crossings in 2021, and encounters are expected to skyrocket agai… https://t.co/hluUxdNtnd",Idaho,U.S. Senator,Crapo,Mike,R
2786,MikeCrapo,2022-04-01 16:38:27,1509933218258165788,"I joined @SenatorHagerty and @SenatorRisch to introduce the Stop Fentanyl Border Crossings Act, which will help add… https://t.co/StsnGe72vT",Idaho,U.S. Senator,Crapo,Mike,R
2787,MikeCrapo,2022-04-01 15:17:48,1509912925766660104,We need transparent federal nominees committed to improving our economy through greater spending discipline &amp; polic… https://t.co/VYHpgY3llI,Idaho,U.S. Senator,Crapo,Mike,R
2788,MikeCrapo,2022-03-31 20:27:27,1509628463015153669,We also need free trade agreements in the Indo-Pacific so that those countries can strengthen economic relationship… https://t.co/hEOzHFNXzi,Idaho,U.S. Senator,Crapo,Mike,R
2789,MikeCrapo,2022-03-31 18:42:46,1509602117325135883,Free trade is a force for good – Idaho is proof of that. International trade supports hundreds of thousands of Idah… https://t.co/0tfbrzq8pY,Idaho,U.S. Senator,Crapo,Mike,R
2790,MikeCrapo,2022-03-31 16:37:37,1509570620450877452,Until Idaho’s farmers are able to sell high-quality potatoes to every family in Mexico--as is their right under the… https://t.co/2QIUimDlYO,Idaho,U.S. Senator,Crapo,Mike,R
2791,MikeCrapo,2022-03-31 16:00:27,1509561268448944130,"Fresh data on consumer price inflation shows an increase in the PCE price index to 6.4%, well above the Fed's 2.0%… https://t.co/PjOjO6ir5q",Idaho,U.S. Senator,Crapo,Mike,R
2792,MikeCrapo,2022-03-30 21:58:07,1509288890120785926,Over 1.1M migrants were expelled pursuant to Title 42 over the last year. This move will only exacerbate the record… https://t.co/Bio1LPX636,Idaho,U.S. Senator,Crapo,Mike,R
2793,RepRussFulcher,2022-04-08 20:00:36,1512520808190599172,"In March, 51% of the 97,000 encounters at the southern border were removed under Title 42. It's undoing will no dou… https://t.co/B8oQE46F55",Idaho 1st District,U.S. Representative,Fulcher,Russ,R
2794,RepRussFulcher,2022-04-08 16:01:55,1512460742812999689,"Last week, Democrats blocked (for the 4th time) a vote on H.R. 6858, the American Energy Independence from Russia A… https://t.co/wep52szrHn",Idaho 1st District,U.S. Representative,Fulcher,Russ,R
2795,RepRussFulcher,2022-04-07 22:00:14,1512188526384848913,"#Bidenflation is quickly outpacing paychecks, costing American households an estimated $5,200 more this year. 

Wha… https://t.co/QsgNsm6GpK",Idaho 1st District,U.S. Representative,Fulcher,Russ,R
2796,RepRussFulcher,2022-04-07 15:03:21,1512083612992106498,"On the Floor of the House, I made an unanimous consent request to bring up the PAUSE Act, which would keep in place… https://t.co/m1LveaquwS",Idaho 1st District,U.S. Representative,Fulcher,Russ,R
2797,RepRussFulcher,2022-04-06 01:19:35,1511513919436861446,U.S. military service members do not serve alone. No one understands that better than Gold Star spouses. Today on… https://t.co/zlFxMUrwSb,Idaho 1st District,U.S. Representative,Fulcher,Russ,R
2798,RepRussFulcher,2022-04-05 21:30:06,1511456166697750534,Thank you to @RepFranklin for leading this letter urging Secretary of State Blinken against removing the Islamic Re… https://t.co/jfdzmL0v99,Idaho 1st District,U.S. Representative,Fulcher,Russ,R
2799,RepRussFulcher,2022-04-05 20:59:00,1511448341619650564,"Excited for our first personal tour since the reopening of the Capitol for the Landau/Beck family from Nampa, ID! https://t.co/VZmpl6I7Bq",Idaho 1st District,U.S. Representative,Fulcher,Russ,R
2800,RepRussFulcher,2022-04-05 14:01:38,1511343308706136080,"From day one, Biden's Presidency has set us up to be exactly where we are today: 
⛔Cancels Keystone XL Pipeline
🛢️H… https://t.co/m0hQdjo83u",Idaho 1st District,U.S. Representative,Fulcher,Russ,R
2801,RepRussFulcher,2022-04-04 21:00:43,1511086384903299083,What unites China &amp; Russia is a reciprocal need for natural resources — and a common grievance with the US. Neverth… https://t.co/UMTazk4mq5,Idaho 1st District,U.S. Representative,Fulcher,Russ,R
2802,RepRussFulcher,2022-04-04 12:00:56,1510950544646549512,"As we officially hit the 40-year high for inflation, President Biden releases his budget that — if adopted — would… https://t.co/kIqOsGehGM",Idaho 1st District,U.S. Representative,Fulcher,Russ,R
2803,RepRussFulcher,2022-04-01 20:00:31,1509984069840429056,I joined  @RepBuddyCarter's letter detailing concerns about a newly-created HHS Task Force on Reproductive Healthca… https://t.co/j4V6zKlMAZ,Idaho 1st District,U.S. Representative,Fulcher,Russ,R
2804,RepRussFulcher,2022-04-01 13:32:14,1509886356423680007,Going LIVE with @KBOIRadio's Kasper &amp; Chris at 7:35am Mountain Time. We'll discuss the latest news from this week i… https://t.co/WvNkrdYfDd,Idaho 1st District,U.S. Representative,Fulcher,Russ,R
2805,RepRussFulcher,2022-04-01 13:00:47,1509878443097341955,The below letter to the EPA and the Army Corps of Engineers requests that the agencies stop a rulemaking process re… https://t.co/1X4MhOzY5W,Idaho 1st District,U.S. Representative,Fulcher,Russ,R
2806,RepRussFulcher,2022-03-31 22:00:09,1509651790303830021,"I am cosponsoring H.Res. 990 to:
1. Oppose engaging Russia for reviving any form of the JCPOA with Iran
2. Oppose r… https://t.co/9ZSeEuwCbb",Idaho 1st District,U.S. Representative,Fulcher,Russ,R
2807,RepRussFulcher,2022-03-31 15:33:08,1509554395607965702,"RT @NatResources: President Biden banned all new oil and gas leasing during his first week in office. 

In June 2021, a court place an inju…",Idaho 1st District,U.S. Representative,Fulcher,Russ,R
2808,RepRussFulcher,2022-03-31 15:11:49,1509549028660424716,"RT @HouseCommerce: Republicans' Lower Costs, More Cures Act will lower the price of insulin by:

💉 Capping seniors’ insulin costs

⬆️ Boost…",Idaho 1st District,U.S. Representative,Fulcher,Russ,R
2809,RepRussFulcher,2022-03-31 13:01:53,1509516329711292417,"Today on #NationalDoctorsDay, I want to show my appreciation to our doctors who have faced the challenges of the la… https://t.co/wZ8hKu94WO",Idaho 1st District,U.S. Representative,Fulcher,Russ,R
2810,RepRussFulcher,2022-03-29 21:54:28,1508925583530598402,"Grateful for our Vietnam veterans today and every day! I’m in DC voting, but our team attended events throughout Id… https://t.co/rfkOmexktT",Idaho 1st District,U.S. Representative,Fulcher,Russ,R
2811,CongMikeSimpson,2022-04-11 18:12:13,1513580695943188480,80% of fentanyl in the U.S. is trafficked through our southern border. These alarming numbers impact every communit… https://t.co/xocKLsWPpm,Idaho 2nd District,U.S. Representative,Simpson,Mike,R
2812,CongMikeSimpson,2022-04-08 23:06:08,1512567497202962434,The impact of Idaho Ag cannot be overstated. That is why I have used my time in Congress to support Idaho’s rancher… https://t.co/GrqGC5pdTi,Idaho 2nd District,U.S. Representative,Simpson,Mike,R
2813,CongMikeSimpson,2022-04-06 17:42:21,1511761238178426888,Biden is turning over every stone to fix the problems his domestic energy policies have created…except for expandin… https://t.co/hZwtIDTJN9,Idaho 2nd District,U.S. Representative,Simpson,Mike,R
2814,CongMikeSimpson,2022-04-06 15:19:52,1511725383829241858,"Farmers across Idaho are feeling the burden of high input costs. If we fail to act, farms could be jeopardized and… https://t.co/vi79BrLCBl",Idaho 2nd District,U.S. Representative,Simpson,Mike,R
2815,CongMikeSimpson,2022-04-05 22:50:40,1511476443905085440,"62% of Americans can’t keep up with rising costs caused by rampant inflation.

As @HouseApropsGOP begins creating a… https://t.co/HJGFfUTLfP",Idaho 2nd District,U.S. Representative,Simpson,Mike,R
2816,CongMikeSimpson,2022-04-05 18:14:27,1511406932644442115,"Our courageous service members sacrifice so much, but we also ask a lot of their spouses too. 

God bless our Gold… https://t.co/kuWQGdP1Iw",Idaho 2nd District,U.S. Representative,Simpson,Mike,R
2817,CongMikeSimpson,2022-04-05 01:41:21,1511157010774958082,"Congrats to Mr. Howell on receiving this recognition as Company Driver of the Year.

Supply chain shortages over th… https://t.co/IaW3lpG8jP",Idaho 2nd District,U.S. Representative,Simpson,Mike,R
2818,CongMikeSimpson,2022-04-04 19:43:58,1511067069684453378,"In just the first half of FY23, the U.S. is on track to hit 1M illegal border crossings — a 63% increase from a yr… https://t.co/uyaNQw3Ko6",Idaho 2nd District,U.S. Representative,Simpson,Mike,R
2819,CongMikeSimpson,2022-04-02 23:37:17,1510401010316972033,"Kathy and I join the thousands of Idahoans who are mourning the loss of this incredible human being. 

Larry was on… https://t.co/YA7AWMRrDg",Idaho 2nd District,U.S. Representative,Simpson,Mike,R
2820,CongMikeSimpson,2022-04-01 23:05:18,1510030575867887620,Current events have shown that the U.S. is far too reliant on unfriendly foreign nations for important resources. W… https://t.co/4rdG0KqzNS,Idaho 2nd District,U.S. Representative,Simpson,Mike,R
2821,CongMikeSimpson,2022-04-01 17:07:00,1509940403344080897,"The average price per gallon in Idaho is $4.37 today — $1 more expensive than it was a month ago. 

What Idahoans n… https://t.co/LAlC88tNsf",Idaho 2nd District,U.S. Representative,Simpson,Mike,R
2822,CongMikeSimpson,2022-04-01 15:34:26,1509917108561350660,"Congrats to the dedicated Idaho Cleanup Project employees for this important milestone. 

I applaud your efforts to… https://t.co/LTZ1aV9MbU",Idaho 2nd District,U.S. Representative,Simpson,Mike,R
2823,CongMikeSimpson,2022-04-01 00:06:01,1509683467738517504,"RT @Interior: At Craters of the Moon National Monument and Preserve in Idaho, you'll experience a landscape of lava flows, cinder cones, ca…",Idaho 2nd District,U.S. Representative,Simpson,Mike,R
2824,CongMikeSimpson,2022-03-31 20:12:45,1509624762082897920,Finding common sense solutions to our immigration labor issues is among the most important issues I have worked to… https://t.co/pbPQYi7c7R,Idaho 2nd District,U.S. Representative,Simpson,Mike,R
2825,CongMikeSimpson,2022-03-31 17:35:25,1509585167668506628,President Biden has once again proposed eliminating the bipartisan #HydeAmendment in his budget. This means your ta… https://t.co/IgCZPIqpGX,Idaho 2nd District,U.S. Representative,Simpson,Mike,R
2826,CongMikeSimpson,2022-03-30 22:27:33,1509296300067475457,"The fact is, most police officers are selfless servants who risk their lives each day. Congress has a responsibilit… https://t.co/LJLrgkkBlA",Idaho 2nd District,U.S. Representative,Simpson,Mike,R
2827,CongMikeSimpson,2022-03-30 17:36:42,1509223102802108417,"Americans are tired of conflicting public health recommendations.

It’s time for the Biden Admin to end the mandate… https://t.co/CigtsPp83I",Idaho 2nd District,U.S. Representative,Simpson,Mike,R
2828,CongMikeSimpson,2022-03-30 00:02:23,1508957774696251395,"I am proud to support the College of Eastern Idaho’s ‘Trade Up’ program, which will expand virtual education opport… https://t.co/bsSwdoLY3q",Idaho 2nd District,U.S. Representative,Simpson,Mike,R
2829,SenDuckworth,2022-04-11 14:36:20,1513526368558010374,"54 years ago, the landmark Fair Housing Act was signed into law to protect every American from discrimination when… https://t.co/GqdRWJ1QT6",Illinois,U.S. Senator,Duckwort,Tammy,D
2830,SenDuckworth,2022-04-10 15:42:23,1513180600353570829,"Today is National Youth HIV &amp; AIDS Awareness Day, a time to renew our efforts to help ensure that even our youngest… https://t.co/F5rO0oXqnC",Illinois,U.S. Senator,Duckwort,Tammy,D
2831,SenDuckworth,2022-04-09 16:30:48,1512830397259956229,"Women across Ukraine are on the frontlines defending their homeland, their families and their freedom, and the inte… https://t.co/Fe2NEz91wJ",Illinois,U.S. Senator,Duckwort,Tammy,D
2832,SenDuckworth,2022-04-08 22:57:38,1512565361031499779,We can't wait around allowing Big Oil to rip off working Americans during an international crisis. My bill would fi… https://t.co/Q7gBz2eBto,Illinois,U.S. Senator,Duckwort,Tammy,D
2833,SenDuckworth,2022-04-08 21:39:43,1512545751234195459,I’m proud that Illinoisans are already seeing the benefits of this deal @SenatorDurbin and I helped negotiate and p… https://t.co/Kl1PkpzK3s,Illinois,U.S. Senator,Duckwort,Tammy,D
2834,SenDuckworth,2022-04-08 15:24:29,1512451322238455814,NEW: I’m proud to intro a bill with @SenBillCassidy and @SenSherrodBrown to help expand research into neurological… https://t.co/eIjqsoU5b4,Illinois,U.S. Senator,Duckwort,Tammy,D
2835,SenDuckworth,2022-04-08 00:24:39,1512224869219553287,RT @g0ingmad: NEW: A bill to increase funding for Long Covid treatment and clinics marks the latest push from lawmakers to confront chronic…,Illinois,U.S. Senator,Duckwort,Tammy,D
2836,SenDuckworth,2022-04-08 00:23:36,1512224607302041601,"RT @lindagaudinoNBC: . @SenDuckworth and @RepPressley introduced new legislation Thursday to ensure accessible, affordable medical care and…",Illinois,U.S. Senator,Duckwort,Tammy,D
2837,SenDuckworth,2022-04-07 23:32:14,1512211678322118658,"NEW: Today, I'm proud to introduce the TREAT Long COVID Act to help all those living with long COVID gain better ac… https://t.co/9zUwxWucDh",Illinois,U.S. Senator,Duckwort,Tammy,D
2838,SenDuckworth,2022-04-07 21:50:31,1512186082523328514,Good. Russia can't defend human rights while committing war crimes. https://t.co/XUdDaztG7a,Illinois,U.S. Senator,Duckwort,Tammy,D
2839,SenDuckworth,2022-04-07 20:46:16,1512169913917620227,With impressive grace and resilience in the face of profound and offensive mischaracterizations of her record over… https://t.co/VRjjXVeiwl,Illinois,U.S. Senator,Duckwort,Tammy,D
2840,SenDuckworth,2022-04-07 20:46:16,1512169912432832515,"Her extensive background and wealth of experience, including her time as a federal public defender, will help infor… https://t.co/ZXySPUJ7sA",Illinois,U.S. Senator,Duckwort,Tammy,D
2841,SenDuckworth,2022-04-07 20:46:15,1512169908678893570,Judge Ketanji Brown Jackson made history today as one of the most qualified and impressive individuals ever confirm… https://t.co/fCWs0gOR7g,Illinois,U.S. Senator,Duckwort,Tammy,D
2842,SenDuckworth,2022-04-07 19:10:52,1512145904505135109,Supreme Court Justice Ketanji Brown Jackson. History made.,Illinois,U.S. Senator,Duckwort,Tammy,D
2843,SenDuckworth,2022-04-07 18:04:49,1512129279970131977,Reading Judge Jackson’s qualifications is like checking the boxes on a dream list of everything you could want in a… https://t.co/ybMomEceIf,Illinois,U.S. Senator,Duckwort,Tammy,D
2844,SenDuckworth,2022-04-07 02:40:44,1511896729737740291,It's official! President Biden signed the Postal Service Reform Act into law to help better ensure Illinoisans and… https://t.co/90KF1hSgnv,Illinois,U.S. Senator,Duckwort,Tammy,D
2845,SenDuckworth,2022-04-07 02:39:59,1511896538326388737,RT @POTUS: I just signed the Postal Service Reform Act of 2022 into law – setting the Postal Service on more stable financial footing and c…,Illinois,U.S. Senator,Duckwort,Tammy,D
2846,SenDuckworth,2022-04-07 01:27:43,1511878355573956613,The hardworking Senate cafeteria employees worked in the building during a violent insurrection and throughout a gl… https://t.co/N7cAiH4vBt,Illinois,U.S. Senator,Duckwort,Tammy,D
2847,SenatorDurbin,2022-04-11 19:27:52,1513599733050355723,Mr. Dettelbach is a highly respected former USA &amp; career prosecutor who's taken a leading role in countering extrem… https://t.co/jNlVdsKJVO,Illinois,U.S. Senator,Durbin,Richard,D
2848,SenatorDurbin,2022-04-11 19:27:51,1513599730714034178,Confirming a qualified ATF Director to lead the agency that cracks down on gun violence and violent crime should be… https://t.co/llFQvUzTrS,Illinois,U.S. Senator,Durbin,Richard,D
2849,SenatorDurbin,2022-04-11 19:27:51,1513599728403034114,"Just this morning, new reporting revealed that some of the most notorious sellers of crime guns used in Chicago and… https://t.co/LDPNVBeRTQ",Illinois,U.S. Senator,Durbin,Richard,D
2850,SenatorDurbin,2022-04-11 19:27:50,1513599725525782528,"I strongly support POTUS’s administrative actions, which include critical steps to help stop the proliferation of u… https://t.co/jt19lmlyU2",Illinois,U.S. Senator,Durbin,Richard,D
2851,SenatorDurbin,2022-04-11 13:37:44,1513511618403045381,"ILLINOISANS: applications for the IL Homeowner Assistance Fund opens today.

Thanks to Democrats’ American Rescue P… https://t.co/Tn47G2ji9F",Illinois,U.S. Senator,Durbin,Richard,D
2852,SenatorDurbin,2022-04-09 16:09:39,1512825074004463621,Today marks the 80th anniversary of the Bataan Death March during WWII and National Former Prisoners of War Recogni… https://t.co/q7mg8JPAHg,Illinois,U.S. Senator,Durbin,Richard,D
2853,SenatorDurbin,2022-04-08 21:33:18,1512544136234250248,Shame on the 24 nations who voted to keep Russia on the UN Human Rights Council after all the atrocities they have… https://t.co/KTBRjUCC2E,Illinois,U.S. Senator,Durbin,Richard,D
2854,SenatorDurbin,2022-04-08 15:49:04,1512457507318476805,"Long after we have left the Senate, history will ask where we were when America broke down what seemed like an impo… https://t.co/QOzhYQlXxi",Illinois,U.S. Senator,Durbin,Richard,D
2855,SenatorDurbin,2022-04-08 15:49:04,1512457505372352519,"This moment is possible because of Judge Jackson and who she is. Her qualifications, her dignity, her integrity, an… https://t.co/Al6IXBRzz7",Illinois,U.S. Senator,Durbin,Richard,D
2856,SenatorDurbin,2022-04-08 15:49:03,1512457503359090691,"Our struggle to enfranchise and empower women continues to this day. And with Judge Jackson’s confirmation, we are… https://t.co/KPx3xSIFyp",Illinois,U.S. Senator,Durbin,Richard,D
